config_index,config_label,tune_return,holdout_return,tune_trades,tune_exposure,holdout_trades,holdout_exposure
0,st7x2_rsinone_adxnone,0.19252630221645095,5.5260120447995345,85,0.49900652852682376,46,0.6322077922077922
1,st7x2_rsinone_adx7>20,0.28518627444881006,5.496953692586013,82,0.4882202668180528,46,0.6223376623376623
2,st7x2_rsinone_adx7>30,0.07560071576919536,4.226785904072618,70,0.41271643485665627,40,0.5496103896103897
3,st7x2_rsinone_adx14>20,-0.2072363218925899,3.8498945810404654,68,0.3996593812091967,39,0.5231168831168831
4,st7x2_rsinone_adx14>30,0.639188574352592,0.5932244191287093,30,0.17655407323304,21,0.2976623376623377
5,st7x2_rsi14>40_adxnone,0.16906935696534564,5.5260120447995345,85,0.4987226795344877,46,0.6322077922077922
6,st7x2_rsi14>40_adx7>20,0.25990671120464004,5.496953692586013,82,0.48793641782571673,46,0.6223376623376623
7,st7x2_rsi14>40_adx7>30,0.054443692184097614,4.226785904072618,70,0.4124325858643202,40,0.5496103896103897
8,st7x2_rsi14>40_adx14>20,-0.22282995212101098,3.8498945810404654,68,0.3993755322168606,39,0.5231168831168831
9,st7x2_rsi14>40_adx14>30,0.6069457998549894,0.5932244191287093,30,0.17627022424070393,21,0.2976623376623377
10,st7x2_rsi14>50_adxnone,0.5270347662741812,5.503125936055399,82,0.48140789100198694,45,0.6088311688311688
11,st7x2_rsi14>50_adx7>20,0.5984023409104455,5.474169488742467,79,0.46835083735452737,45,0.5989610389610389
12,st7x2_rsi14>50_adx7>30,0.13601282392717695,3.9330340383538847,67,0.37808685779165485,39,0.52
13,st7x2_rsi14>50_adx14>20,-0.028197685092732128,2.5461694553984513,65,0.37808685779165485,38,0.49194805194805197
14,st7x2_rsi14>50_adx14>30,0.4440364108084893,0.9071808707404483,25,0.147033778030088,20,0.28935064935064936
15,st7x2_rsi14>60_adxnone,0.31610777649839483,2.995831625964461,56,0.3284132841328413,35,0.46285714285714286
16,st7x2_rsi14>60_adx7>20,0.3736857420334805,3.0694924769099057,55,0.32557479420948054,35,0.4581818181818182
17,st7x2_rsi14>60_adx7>30,0.11428576300829607,3.174392780009706,47,0.28924212319046266,30,0.4192207792207792
18,st7x2_rsi14>60_adx14>20,-0.13655618426985505,1.4305323832310757,45,0.27249503264263414,30,0.4036363636363636
19,st7x2_rsi14>60_adx14>30,-0.18920348885967808,1.0925330551032806,22,0.11325574794209481,18,0.27376623376623377
20,st7x2_rsi28>40_adxnone,0.1639903672620604,5.5260120447995345,85,0.4984388305421516,46,0.6322077922077922
21,st7x2_rsi28>40_adx7>20,0.25990671120464004,5.496953692586013,82,0.48793641782571673,46,0.6223376623376623
22,st7x2_rsi28>40_adx7>30,0.054443692184097614,4.226785904072618,70,0.4124325858643202,40,0.5496103896103897
23,st7x2_rsi28>40_adx14>20,-0.22620634604268952,3.8498945810404654,68,0.39909168322452454,39,0.5231168831168831
24,st7x2_rsi28>40_adx14>30,0.6069457998549894,0.5932244191287093,30,0.17627022424070393,21,0.2976623376623377
25,st7x2_rsi28>50_adxnone,0.349935205132585,3.3896769012421704,75,0.43741129718989497,44,0.5885714285714285
26,st7x2_rsi28>50_adx7>20,0.37997618108017805,3.37013100144544,73,0.42605733749645186,44,0.5787012987012987
27,st7x2_rsi28>50_adx7>30,0.004040121309703437,3.4410479749989937,62,0.34941810956571107,37,0.49974025974025976
28,st7x2_rsi28>50_adx14>20,-0.2302983093045291,1.313001846891821,58,0.32954868010218563,37,0.4633766233766234
29,st7x2_rsi28>50_adx14>30,0.10759368290080884,0.9849825111675397,23,0.12886744252057905,19,0.28103896103896103
30,st7x2_rsi28>60_adxnone,-0.24490194548437239,1.826808436726405,36,0.21317059324439397,26,0.37714285714285717
31,st7x2_rsi28>60_adx7>20,-0.18176617059311928,1.8248312821998902,35,0.21203519727504969,26,0.372987012987013
32,st7x2_rsi28>60_adx7>30,-0.18827987021874415,1.5156429843127368,33,0.2069259154130003,24,0.3438961038961039
33,st7x2_rsi28>60_adx14>20,-0.2731857861876924,1.2653511276649376,34,0.20238433153562305,25,0.35688311688311686
34,st7x2_rsi28>60_adx14>30,-0.15865981806448504,0.9448855080349035,20,0.10644337212602896,18,0.26857142857142857
35,st7x3_rsinone_adxnone,0.19744872240948408,3.158461411760104,48,0.514618223105308,28,0.588051948051948
36,st7x3_rsinone_adx7>20,0.17092914246647184,3.158461411760104,48,0.5120635821742833,28,0.588051948051948
37,st7x3_rsinone_adx7>30,0.47578437806361773,2.5701948503129097,43,0.4379789951745671,27,0.5444155844155845
38,st7x3_rsinone_adx14>20,-0.2540022118584748,1.4834027950802962,43,0.43003122338915695,25,0.5028571428571429
39,st7x3_rsinone_adx14>30,0.6013139229221294,1.2999710153782673,19,0.2069259154130003,15,0.35428571428571426
40,st7x3_rsi14>40_adxnone,0.19744872240948408,3.158461411760104,48,0.514618223105308,28,0.588051948051948
41,st7x3_rsi14>40_adx7>20,0.17092914246647184,3.158461411760104,48,0.5120635821742833,28,0.588051948051948
42,st7x3_rsi14>40_adx7>30,0.47578437806361773,2.5701948503129097,43,0.4379789951745671,27,0.5444155844155845
43,st7x3_rsi14>40_adx14>20,-0.2540022118584748,1.4834027950802962,43,0.43003122338915695,25,0.5028571428571429
44,st7x3_rsi14>40_adx14>30,0.6013139229221294,1.2999710153782673,19,0.2069259154130003,15,0.35428571428571426
45,st7x3_rsi14>50_adxnone,0.17166394561359932,3.158461411760104,48,0.5114958841896111,28,0.588051948051948
46,st7x3_rsi14>50_adx7>20,0.14571541429818735,3.158461411760104,48,0.5089412432585865,28,0.588051948051948
47,st7x3_rsi14>50_adx7>30,0.3224201415523049,2.761381168940831,43,0.430315072381493,26,0.5412987012987013
48,st7x3_rsi14>50_adx14>20,-0.2700658529125538,1.4834027950802962,43,0.4269088844734601,25,0.5028571428571429
49,st7x3_rsi14>50_adx14>30,0.5668326784980617,1.2999710153782673,19,0.20380357649730343,15,0.35428571428571426
50,st7x3_rsi14>60_adxnone,0.018694362045872825,2.846616639951173,41,0.42208345160374683,24,0.5303896103896104
51,st7x3_rsi14>60_adx7>20,-0.01878143181559233,2.846616639951173,41,0.42038035764973036,24,0.5303896103896104
52,st7x3_rsi14>60_adx7>30,-0.015801563662183438,2.430532743731701,38,0.37553221686063015,23,0.4987012987012987
53,st7x3_rsi14>60_adx14>20,-0.25494987443440886,1.3422437690293822,35,0.3593528242974737,22,0.4664935064935065
54,st7x3_rsi14>60_adx14>30,-0.2011960722000402,1.6768080456888765,18,0.17485097927902357,13,0.3387012987012987
55,st7x3_rsi28>40_adxnone,0.19744872240948408,3.158461411760104,48,0.514618223105308,28,0.588051948051948
56,st7x3_rsi28>40_adx7>20,0.17092914246647184,3.158461411760104,48,0.5120635821742833,28,0.588051948051948
57,st7x3_rsi28>40_adx7>30,0.47578437806361773,2.5701948503129097,43,0.4379789951745671,27,0.5444155844155845
58,st7x3_rsi28>40_adx14>20,-0.2540022118584748,1.4834027950802962,43,0.43003122338915695,25,0.5028571428571429
59,st7x3_rsi28>40_adx14>30,0.6013139229221294,1.2999710153782673,19,0.2069259154130003,15,0.35428571428571426
60,st7x3_rsi28>50_adxnone,0.1914916100129056,2.438260750276303,47,0.4956003406187908,28,0.5833766233766233
61,st7x3_rsi28>50_adx7>20,0.16510396066155675,2.438260750276303,47,0.4930456996877661,28,0.5833766233766233
62,st7x3_rsi28>50_adx7>30,0.01856095114692624,2.113501317899408,43,0.4223673005960829,26,0.5371428571428571
63,st7x3_rsi28>50_adx14>20,-0.3238379720793876,1.1238140567325203,42,0.41044564291796765,25,0.49922077922077923
64,st7x3_rsi28>50_adx14>30,0.0703955625624344,1.393796158381999,19,0.19244961680386036,14,0.345974025974026
65,st7x3_rsi28>60_adxnone,-0.16454549923873407,1.7527410511163493,27,0.2824297473743968,18,0.4218181818181818
66,st7x3_rsi28>60_adx7>20,-0.16454549923873407,1.7527410511163493,27,0.2824297473743968,18,0.4218181818181818
67,st7x3_rsi28>60_adx7>30,-0.22136634181160775,1.7010692812569834,27,0.275617371558331,17,0.4114285714285714
68,st7x3_rsi28>60_adx14>20,-0.1975365837348394,1.7228574206821419,26,0.271927334657962,17,0.40935064935064935
69,st7x3_rsi28>60_adx14>30,-0.2080178981742984,1.4879344979305875,17,0.1592392847005393,13,0.33350649350649353
70,st7x4_rsinone_adxnone,-0.30225477381314236,4.379986571310532,34,0.49645188759579906,17,0.6592207792207793
71,st7x4_rsinone_adx7>20,-0.28849705682866045,4.379986571310532,34,0.4958841896111269,17,0.6592207792207793
72,st7x4_rsinone_adx7>30,-0.005188642372888297,4.43448378449697,33,0.4731762702242407,17,0.6576623376623376
73,st7x4_rsinone_adx14>20,-0.17051049903414317,2.1649256707630955,31,0.4499006528526824,17,0.6280519480519481
74,st7x4_rsinone_adx14>30,-0.29599442295579526,2.4275084410964625,17,0.23871700255464093,11,0.4935064935064935
75,st7x4_rsi14>40_adxnone,-0.30225477381314236,4.379986571310532,34,0.49645188759579906,17,0.6592207792207793
76,st7x4_rsi14>40_adx7>20,-0.28849705682866045,4.379986571310532,34,0.4958841896111269,17,0.6592207792207793
77,st7x4_rsi14>40_adx7>30,0.021199358756639697,4.43448378449697,32,0.4728924212319046,17,0.6576623376623376
78,st7x4_rsi14>40_adx14>20,-0.17051049903414317,2.1649256707630955,31,0.4499006528526824,17,0.6280519480519481
79,st7x4_rsi14>40_adx14>30,-0.29599442295579526,2.4275084410964625,17,0.23871700255464093,11,0.4935064935064935
80,st7x4_rsi14>50_adxnone,-0.30225477381314236,4.379986571310532,34,0.49645188759579906,17,0.6592207792207793
81,st7x4_rsi14>50_adx7>20,-0.28849705682866045,4.379986571310532,34,0.4958841896111269,17,0.6592207792207793
82,st7x4_rsi14>50_adx7>30,0.021199358756639697,4.43448378449697,32,0.4728924212319046,17,0.6576623376623376
83,st7x4_rsi14>50_adx14>20,-0.17051049903414317,2.1649256707630955,31,0.4499006528526824,17,0.6280519480519481
84,st7x4_rsi14>50_adx14>30,-0.29599442295579526,2.4275084410964625,17,0.23871700255464093,11,0.4935064935064935
85,st7x4_rsi14>60_adxnone,-0.2938015283167935,4.857647505283496,33,0.48027249503264263,16,0.6477922077922078
86,st7x4_rsi14>60_adx7>20,-0.3011976802998477,4.857647505283496,33,0.47885325007096224,16,0.6477922077922078
87,st7x4_rsi14>60_adx7>30,-0.12822807382605828,4.299790666806242,31,0.44791370990632984,16,0.6358441558441559
88,st7x4_rsi14>60_adx14>20,-0.25185532638913033,2.5797944104947415,30,0.4331535623048538,16,0.6181818181818182
89,st7x4_rsi14>60_adx14>30,-0.29599442295579526,2.3813888887700347,17,0.23871700255464093,11,0.4909090909090909
90,st7x4_rsi28>40_adxnone,-0.30225477381314236,4.379986571310532,34,0.49645188759579906,17,0.6592207792207793
91,st7x4_rsi28>40_adx7>20,-0.28849705682866045,4.379986571310532,34,0.4958841896111269,17,0.6592207792207793
92,st7x4_rsi28>40_adx7>30,-0.005188642372888297,4.43448378449697,33,0.4731762702242407,17,0.6576623376623376
93,st7x4_rsi28>40_adx14>20,-0.17051049903414317,2.1649256707630955,31,0.4499006528526824,17,0.6280519480519481
94,st7x4_rsi28>40_adx14>30,-0.29599442295579526,2.4275084410964625,17,0.23871700255464093,11,0.4935064935064935
95,st7x4_rsi28>50_adxnone,-0.2894934972964629,4.379986571310532,34,0.49162645472608574,17,0.6592207792207793
96,st7x4_rsi28>50_adx7>20,-0.2754841612050506,4.379986571310532,34,0.4910587567414136,17,0.6592207792207793
97,st7x4_rsi28>50_adx7>30,-0.09671703636152063,4.43448378449697,32,0.4666477434005109,17,0.6576623376623376
98,st7x4_rsi28>50_adx14>20,-0.26629043749918935,2.1649256707630955,31,0.4436559750212887,17,0.6280519480519481
99,st7x4_rsi28>50_adx14>30,-0.29599442295579526,2.4275084410964625,17,0.23871700255464093,11,0.4935064935064935
100,st7x4_rsi28>60_adxnone,-0.28514420530478835,3.847764183018156,24,0.3596366732898098,12,0.5361038961038961
101,st7x4_rsi28>60_adx7>20,-0.28514420530478835,3.847764183018156,24,0.3596366732898098,12,0.5361038961038961
102,st7x4_rsi28>60_adx7>30,-0.3083239652060946,3.538696988565648,24,0.3536758444507522,12,0.5345454545454545
103,st7x4_rsi28>60_adx14>20,-0.26950961890154423,3.3568077315035367,23,0.3474311666193585,12,0.5314285714285715
104,st7x4_rsi28>60_adx14>30,-0.32571486809281425,2.1428006505132484,16,0.21203519727504969,11,0.4857142857142857
105,st10x2_rsinone_adxnone,0.2334510621162098,4.00358688418316,82,0.50723814930457,49,0.6301298701298701
